faprotax_taxa	ncbi_taxa	rank
Thermoanaerobaculum aquaticum	Thermoanaerobaculum aquaticum	species
Thermobifida alba	Thermobifida alba	species
Thermobifida cellulosilytica	Thermobifida cellulosilytica	species
Thermobifida fusca	Thermobifida fusca	species
Thermobifida halotolerans	Thermobifida halotolerans	species
Thermochromatium tepidum	Thermochromatium tepidum	species
Thermoclostridium stercorarium subsp. leptospartum	Thermoclostridium stercorarium subsp. leptospartum	species
Thermoclostridium stercorarium subsp. thermolacticum	Thermoclostridium stercorarium subsp. thermolacticum	species
Thermococcus alcaliphilus	Thermococcus alcaliphilus	species
Thermococcus chitonophagus	Thermococcus chitonophagus	species
Thermococcus fumicolans	Thermococcus fumicolans	species
Thermococcus hydrothermalis	Thermococcus hydrothermalis	species
Thermococcus kodakarensis	Thermococcus kodakarensis	species
Thermococcus zilligii	Thermococcus zilligii	species
Thermocrispum municipale	Thermocrispum municipale	species
Thermodesulfatator atlanticus	Thermodesulfatator atlanticus	species
Thermodesulfatator autotrophicus	Thermodesulfatator autotrophicus	species
Thermodesulfatator indicus	Thermodesulfatator indicus	species
Thermodesulfobacteria	Thermodesulfobacteria	class
Thermodesulfobacterium geofontis	Thermodesulfobacterium geofontis	species
Thermodesulfobium acidiphilum	Thermodesulfobium acidiphilum	species
Thermodesulfobium narugense	Thermodesulfobium narugense	species
Thermodesulforhabdus norvegica	Thermodesulforhabdus norvegica	species
Thermodesulfovibrio islandicus	Thermodesulfovibrio islandicus	species
Thermoflexus hugenholtzii	Thermoflexus hugenholtzii	species
Thermogemmatispora carboxidivorans	Thermogemmatispora carboxidivorans	species
Thermogladius shockii	Thermogladius shockii	species
Thermoleophilum minutum	Thermoleophilum minutum	species
Thermolithobacter ferrireducens	Thermolithobacter ferrireducens	species
Thermomonospora curvata	Thermomonospora curvata	species
Thermopolyspora flexuosa	Thermopolyspora flexuosa	species
Thermoproteaceae	Thermoproteaceae	family
Thermosipho geolei	Thermosipho geolei	species
Thermosipho melanesiensis	Thermosipho melanesiensis	species
Thermosulfidibacter takaii	Thermosulfidibacter takaii	species
Thermothrix azorensis	Thermothrix azorensis	species
Thermothrix thiopara	Thermothrix thiopara	species
Thermotoga maritima	Thermotoga maritima	species
Thermotoga neapolitana	Thermotoga neapolitana	species
Thermovenabulum ferriorganovorum	Thermovenabulum ferriorganovorum	species
Thermovenabulum gondwanense	Thermovenabulum gondwanense	species
Thermovibrio ammonificans	Thermovibrio ammonificans	species
Thermovibrio guaymasensis	Thermovibrio guaymasensis	species
Thermovibrio ruber	Thermovibrio ruber	species
Thermovirga lienii	Thermovirga lienii	species
Thermus aquaticus	Thermus aquaticus	species
Thermus brockianus	Thermus brockianus	species
Thermus oshimai	Thermus oshimai	species
Thermus thermophilus	Thermus thermophilus	species
Thioalbus denitrificans	Thioalbus denitrificans	species
Thioalkalivibrio nitratireducens	Thioalkalivibrio nitratireducens	species
Thioalkalivibrio sulfidiphilus	Thioalkalivibrio sulfidiphilus	species
Thiobacillus denitrificans	Thiobacillus denitrificans	species
Thiobacillus sp. S1	Thiobacillus sp. S1	species
Thiobacillus thioparus	Thiobacillus thioparus	species
Thiobacillus thiophilus	Thiobacillus thiophilus	species
Thiocapsa litoralis	Thiocapsa litoralis	species
Thiocapsa pendens	Thiocapsa pendens	species
Thioclava dalianensis	Thioclava dalianensis	species
Thioclava pacifica	Thioclava pacifica	species
Thiococcus pfennigii	Thiococcus pfennigii	species
Thiocystis gelatinosa	Thiocystis gelatinosa	species
Thiocystis minor	Thiocystis minor	species
Thiocystis violacea	Thiocystis violacea	species
Thiocystis violascens	Thiocystis violascens	species
Thiofractor thiocaminus	Thiofractor thiocaminus	species
Thiogranum longum	Thiogranum longum	species
Thiohalobacter thiocyanaticus	Thiohalobacter thiocyanaticus	species
Thiohalocapsa halophila	Thiohalocapsa halophila	species
Thiohalomonas denitrificans	Thiohalomonas denitrificans	species
Thiohalomonas nitratireducens	Thiohalomonas nitratireducens	species
Thiolapillus brandeum	Thiolapillus brandeum	species
Thiomicrospira	Thiomicrospira	genus
Thiomonas arsenitoxydans	Thiomonas arsenitoxydans	species
Thiomonas bhubaneswarensis	Thiomonas bhubaneswarensis	species
Thiomonas intermedia	Thiomonas intermedia	species
Thiomonas islandica	Thiomonas islandica	species
Thiomonas perometabolis	Thiomonas perometabolis	species
Thioprofundum hispidum	Thioprofundum hispidum	species
Thioreductor micantisoli	Thioreductor micantisoli	species
Thiorhodococcus minor	Thiorhodococcus minor	species
Thiorhodospira sibirica	Thiorhodospira sibirica	species
Thiothrix eikelboomii	Thiothrix eikelboomii	species
Thiothrix fructosivorans	Thiothrix fructosivorans	species
Thiothrix unzii	Thiothrix unzii	species
Thiovulum majus	Thiovulum majus	species
Tindallia californiensis	Tindallia californiensis	species
Tindallia texcoconensis	Tindallia texcoconensis	species
Tistlia consotensis	Tistlia consotensis	species
Tistrella bauzanensis	Tistrella bauzanensis	species
Tistrella mobilis	Tistrella mobilis	species
Treponema azotonutricium	Treponema azotonutricium	species
Treponema bryantii	Treponema bryantii	species
Treponema denticola	Treponema denticola	species
Treponema medium	Treponema medium	species
Treponema minutum	Treponema minutum	species
Treponema pallidum	Treponema pallidum	species
Treponema pectinovorum	Treponema pectinovorum	species
Treponema phagedenis	Treponema phagedenis	species
Treponema primitia	Treponema primitia	species
Treponema refringens	Treponema refringens	species
Treponema saccharophilum	Treponema saccharophilum	species
Treponema socranskii	Treponema socranskii	species
Treponema succinifaciens	Treponema succinifaciens	species
Treponema vincentii	Treponema vincentii	species
Treponema zioleckii	Treponema zioleckii	species
Trichococcus pasteurii	Trichococcus pasteurii	species
Trichodesmium erythraeum	Trichodesmium erythraeum	species
Tropicibacter naphthalenivorans	Tropicibacter naphthalenivorans	species
Tropicimonas isoalkanivorans	Tropicimonas isoalkanivorans	species
Tsukamurella inchonensis	Tsukamurella inchonensis	species
Tsukamurella paurometabola	Tsukamurella paurometabola	species
Tsukamurella pulmonis	Tsukamurella pulmonis	species
Tsukamurella strandjordii	Tsukamurella strandjordii	species
Tumebacillus algifaecis	Tumebacillus algifaecis	species
Tumebacillus flagellatus	Tumebacillus flagellatus	species
Tumebacillus ginsengisoli	Tumebacillus ginsengisoli	species
Tumebacillus lipolyticus	Tumebacillus lipolyticus	species
Tumebacillus luteolus	Tumebacillus luteolus	species
Tumebacillus permanentifrigoris	Tumebacillus permanentifrigoris	species
Ulvibacter litoralis	Ulvibacter litoralis	species
Ureaplasma parvum	Ureaplasma parvum	species
Ureaplasma urealyticum	Ureaplasma urealyticum	species
Vagococcus	Vagococcus	genus
Varibaculum cambriense	Varibaculum cambriense	species
Variovorax paradoxus	Variovorax paradoxus	species
Venenivibrio stagnispumantis	Venenivibrio stagnispumantis	species
Vibrio aerogenes	Vibrio aerogenes	species
Vibrio alginolyticus	Vibrio alginolyticus	species
Vibrio anguillarum	Vibrio anguillarum	species
Vibrio cholerae	Vibrio cholerae	species
Vibrio cyclitrophicus	Vibrio cyclitrophicus	species
Vibrio furnissii	Vibrio furnissii	species
Vibrio harveyi	Vibrio harveyi	species
Vibrio ichthyoenteri	Vibrio ichthyoenteri	species
Vibrio mimicus	Vibrio mimicus	species
Vibrio parahaemolyticus	Vibrio parahaemolyticus	species
Vibrio pectenicida	Vibrio pectenicida	species
Vibrio penaeicida	Vibrio penaeicida	species
Vibrio tapetis	Vibrio tapetis	species
Vibrio tubiashii	Vibrio tubiashii	species
Vibrio vulnificus	Vibrio vulnificus	species
Vibrionaceae	Vibrionaceae	family
Victivallis vadensis	Victivallis vadensis	species
Virgibacillus carmonensis	Virgibacillus carmonensis	species
Virgibacillus halodenitrificans	Virgibacillus halodenitrificans	species
Virgibacillus marismortui	Virgibacillus marismortui	species
Virgibacillus necropolis	Virgibacillus necropolis	species
Virgibacillus pantothenticus	Virgibacillus pantothenticus	species
Vogesella indigofera	Vogesella indigofera	species
Vulcanithermus mediatlanticus	Vulcanithermus mediatlanticus	species
Weissella	Weissella	genus
Wenxinia marina	Wenxinia marina	species
Williamsia deligens	Williamsia deligens	species
Williamsia faeni	Williamsia faeni	species
Williamsia marianensis	Williamsia marianensis	species
Williamsia serinedens	Williamsia serinedens	species
Wohlfahrtiimonas chitiniclastica	Wohlfahrtiimonas chitiniclastica	species
Wolinella succinogenes	Wolinella succinogenes	species
Xanthobacter	Xanthobacter	genus
Xanthobacter aminoxidans	Xanthobacter aminoxidans	species
Xanthobacter autotrophicus	Xanthobacter autotrophicus	species
Xanthobacter flavus	Xanthobacter flavus	species
Xanthomonas albilineans	Xanthomonas albilineans	species
Xanthomonas alfalfae	Xanthomonas alfalfae	species
Xanthomonas arboricola	Xanthomonas arboricola	species
Xanthomonas axonopodis	Xanthomonas axonopodis	species
Xanthomonas bromi	Xanthomonas bromi	species
Xanthomonas campestris	Xanthomonas campestris	species
Xanthomonas cassavae	Xanthomonas cassavae	species
Xanthomonas citri	Xanthomonas citri	species
Xanthomonas codiaei	Xanthomonas codiaei	species
Xanthomonas cucurbitae	Xanthomonas cucurbitae	species
Xanthomonas dyei	Xanthomonas dyei	species
Xanthomonas euvesicatoria	Xanthomonas euvesicatoria	species
Xanthomonas fragariae	Xanthomonas fragariae	species
Xanthomonas hortorum	Xanthomonas hortorum	species
Xanthomonas hyacinthi	Xanthomonas hyacinthi	species
Xanthomonas melonis	Xanthomonas melonis	species
Xanthomonas oryzae	Xanthomonas oryzae	species
Xanthomonas perforans	Xanthomonas perforans	species
Xanthomonas pisi	Xanthomonas pisi	species
Xanthomonas populi	Xanthomonas populi	species
Xanthomonas sacchari	Xanthomonas sacchari	species
Xanthomonas translucens	Xanthomonas translucens	species
Xanthomonas vasicola	Xanthomonas vasicola	species
Xanthomonas vesicatoria	Xanthomonas vesicatoria	species
Xenorhabdus	Xenorhabdus	genus
Xenorhabdus nematophila	Xenorhabdus nematophila	species
Xylanimicrobium pachnodae	Xylanimicrobium pachnodae	species
Xylanimonas cellulosilytica	Xylanimonas cellulosilytica	species
Xylella fastidiosa	Xylella fastidiosa	species
Xylophilus ampelinus	Xylophilus ampelinus	species
Yaniella halotolerans	Yaniella halotolerans	species
Yeosuana aromativorans	Yeosuana aromativorans	species
Yersinia bercovieri	Yersinia bercovieri	species
Yersinia enterocolitica	Yersinia enterocolitica	species
Yersinia entomophaga	Yersinia entomophaga	species
Yersinia frederiksenii	Yersinia frederiksenii	species
Yersinia intermedia	Yersinia intermedia	species
Yersinia kristensenii	Yersinia kristensenii	species
Yersinia mollaretii	Yersinia mollaretii	species
Yersinia pestis	Yersinia pestis	species
Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	species
Yonghaparkia alkaliphila	Yonghaparkia alkaliphila	species
Youngiibacter fragilis	Youngiibacter fragilis	species
Youngiibacter multivorans	Youngiibacter multivorans	species
Zavarzinia compransoris	Zavarzinia compransoris	species
Zhihengliuella alba	Zhihengliuella alba	species
Zobellella aerophila	Zobellella aerophila	species
Zobellella denitrificans	Zobellella denitrificans	species
Zobellella taiwanensis	Zobellella taiwanensis	species
Zunongwangia mangrovi	Zunongwangia mangrovi	species
Zunongwangia profunda	Zunongwangia profunda	species
Zymomonas mobilis	Zymomonas mobilis	species
[Butyribacterium] methylotrophicum	[Butyribacterium] methylotrophicum	species
Acetivibrio cellulosolvens	Acetivibrio cellulolyticus	species
Acetobacter methanolicus	Acidomonas methanolica	species
Acetogenium kivui	Thermoanaerobacter kivui	species
Acidicaldus organivorus	Acidicaldus organivorans	species
Acidimethylosilex fumarolicum	Methylacidiphilum fumariolicum	species
Actinobacillus actinomycetemcomitans	Aggregatibacter actinomycetemcomitans	species
Actinobaculum schaalii	Actinotignum schaalii	species
Actinomyces hominis	Gleimia hominis	species
Actinomyces kurssanovii	Streptomyces kurssanovii	species
Aerobacter aerogenes	Klebsiella aerogenes	species
Aeromonas liquefaciens	Aeromonas hydrophila	species
Agrobacterium radiobacter	Agrobacterium tumefaciens	species
Agromonas oligotrophica	Bradyrhizobium oligotrophicum	species
Albidiferax ferrireducens	Rhodoferax ferrireducens	species
Alcaligenes defragrans	Castellaniella defragrans	species
Alcaligenes denitrificans	Achromobacter denitrificans	species
Alcaligenes eutrophus	Cupriavidus necator	species
Alcaligenes latus	Azohydromonas lata	species
Alkaliphilus peptidofermentans	Alkaliphilus peptidifermentans	species
Allorhizobium undicola	Rhizobium undicola	species
Altuibacter lentus	Altibacter lentus	species
Amycolatopsis eurytherma	Amycolatopsis thermoflava	species
Amycolicicoccus subflavus	Hoyosella subflava	species
Anabaena azollae	Trichormus azollae	species
Anabaena variabilis	Trichormus variabilis	species
Anaerobacillus alkalilacustre	Anaerobacillus alkalilacustris	species
Anaerobacillus macyae	Alkalihalobacillus macyae	species
Anaerobaculum mobile	Acetomicrobium mobile	species
Anaerobaculum thermoterrenum	Acetomicrobium thermoterrenum	species
Anaerocellum thermophilum	Caldicellulosiruptor bescii	species
Aquaspirillum autotrophicum	Herbaspirillum autotrophicum	species
Aquaspirillum magnetotacticum	Magnetospirillum magnetotacticum	species
Aquaspirillum psychrophilum	Simplicispira psychrophila	species
Arcanobacterium abortisuis	Trueperella abortisuis	species
Arcobacter bivalviorum	Halarcobacter bivalviorum	species
Arcobacter butzleri	Aliarcobacter butzleri	species
Arcobacter cryaerophilus	Aliarcobacter cryaerophilus	species
Arcobacter molluscorum	Malaciobacter molluscorum	species
Arcobacter mytili	Malaciobacter mytili	species
Arcobacter skirrowii	Aliarcobacter skirrowii	species
Arthrobacter P1	Arthrobacter sp. P1	species
Arthrobacter antarcticus	Paeniglutamicibacter antarcticus	species
Arthrobacter ardleyensis	Glutamicibacter ardleyensis	species
Arthrobacter creatinolyticus	Glutamicibacter creatinolyticus	species
Arthrobacter defluvii	Pseudarthrobacter defluvii	species
Arthrobacter ilicis	Paenarthrobacter ilicis	species
Arthrobacter kerguelensis	Paeniglutamicibacter kerguelensis	species
Arthrobacter mysorens	Glutamicibacter mysorens	species
Arthrobacter nicotianae	Glutamicibacter nicotianae	species
Arthrobacter niigatensis	Pseudarthrobacter niigatensis	species
Arthrobacter nitroguajacolicus	Paenarthrobacter nitroguajacolicus	species
Arthrobacter oxydans	Pseudarthrobacter oxydans	species
Arthrobacter phenanthrenivorans	Pseudarthrobacter phenanthrenivorans	species
Arthrobacter polychromogenes	Pseudarthrobacter polychromogenes	species
Arthrobacter psychrophenolicus	Paeniglutamicibacter psychrophenolicus	species
Arthrobacter simplex	Pimelobacter simplex	species
Arthrobacter soli	Glutamicibacter soli	species
Arthrobacter sulfureus	Paeniglutamicibacter sulfureus	species
Arthrobacter uratoxydans	Glutamicibacter uratoxydans	species
Aurantimonas frigidaquae	Aureimonas frigidaquae	species
Aurantimonas ureilytica	Aureimonas ureilytica	species
Aureobacterium saperdae	Microbacterium saperdae	species
Azoarcus anaerobius	Aromatoleum anaerobium	species
Azoarcus buckelii	Aromatoleum buckelii	species
Azoarcus evansii	Aromatoleum evansii	species
Azoarcus toluclasticus	Aromatoleum toluclasticum	species
Azoarcus tolulyticus	Aromatoleum tolulyticum	species
Azoarcus toluvorans	Aromatoleum toluvorans	species
Bacillus agaradhaerens	Salipaludibacillus agaradhaerens	species
Bacillus akibai	Alkalihalobacillus akibai	species
Bacillus alcalophilus	Alkalihalobacillus alcalophilus	species
Bacillus algicola	Alkalihalobacillus algicola	species
Bacillus arseniciselenatis	Anaerobacillus arseniciselenatis	species
Bacillus arsenicoselenatis	Anaerobacillus arseniciselenatis	species
Bacillus azotoformans	Calidifontibacillus azotoformans	species
Bacillus bataviensis	Neobacillus bataviensis	species
Bacillus cellulosilyticus	Evansella cellulosilytica	species
Bacillus clarkii	Evansella clarkii	species
