microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes
gluB	K10005	NA	3.A.1.3.9_P48242	glutamate transport system substrate-binding protein	NA
gluC	K10006	NA	3.A.1.3.9_P48244	glutamate transport system permease protein	NA
gluD	K10007	NA	3.A.1.3.9_P48245	glutamate transport system permease protein	NA
gluA	K10008	3.6.3.-	3.A.1.3.9_P48243	glutamate transport system ATP-binding protein [EC:3.6.3.-]	NA
glucP	K02429	NA	2.A.1.7.10_A1S5F4;2.A.1.7.11_A1S297;2.A.1.7.1_P11551;2.A.1.7.2_P0C105;2.A.1.7.5_Q8XEV7;2.A.1.7.7_O25788	MFS transporter, FHS family, L-fucose permease	NA
glvEIIB	K02749	2.7.1.69	4.A.1.1.4;4.A.1.1.8;4.A.1.1.10;4.A.1.1.16;4.A.1.1.19	PTS system, arbutin-like IIB component [EC:2.7.1.69]	NA
glvEIIC	K02750	NA	4.A.1.1.10_Q9AGA7;4.A.1.1.16_C7NB69;4.A.1.1.19_ART98514;4.A.1.1.4_O06900;4.A.1.1.8_P54715	PTS system, arbutin-like IIC component	NA
gntP	K16321	NA	2.A.8.1.3_P0AC94	high-affinity gluconate transporter	NA
gntT	K06155	NA	2.A.8.1.4	Gnt-I system high-affinity gluconate transporter	NA
gntU	K06156	NA	2.A.8.1.8	Gnt-I system low-affinity gluconate transporter	NA
gsiC	K13890	NA	3.A.1.5.11	glutathione transport system permease protein	NA
gsiD	K13891	NA	3.A.1.5.11	glutathione transport system permease protein	NA
gsiB	K13889	NA	3.A.1.5.11	glutathione transport system substrate-binding protein	NA
gsiA	K13892	NA	3.A.1.5.11	glutathione transport system ATP-binding protein	NA
gtsA	K17315	NA	3.A.1.1.24_Q72KX2;3.A.1.1.30_Q88P38	glucose/mannose transport system substrate-binding protein	NA
gtsB	K17316	NA	3.A.1.1.24_Q72KX3;3.A.1.1.30_Q88P37	glucose/mannose transport system permease protein	NA
gtsC	K17317	NA	3.A.1.1.14_Q97UF3;3.A.1.1.24_Q72KX4;3.A.1.1.30_Q88P36	glucose/mannose transport system permease protein	NA
gutEIIA	K02781	2.7.1.69	4.A.4.1.1_P05706;4.A.4.1.2_O32334	PTS system, glucitol/sorbitol-specific IIA component [EC:2.7.1.69]	NA
gutEIIB	K02782	2.7.1.69	4.A.4.1	PTS system, glucitol/sorbitol-specific IIB component [EC:2.7.1.69]	NA
gutEIIC	K02783	NA	4.A.4.1.1_P56579;4.A.4.1.1_P56580;4.A.4.1.2_O32332;4.A.4.1.2_O32333	PTS system, glucitol/sorbitol-specific IIC component	NA
gutA	K16248	NA	2.A.2	probable glucitol transport protein GutA	NA
hasA	K12545	NA	1.B.14.5	heme acquisition protein HasA	NA
hasR	K16152	NA	1.B.14.7.1	heme acquisition protein HasR	NA
hcaT	K05820	NA	2.A.1.65.9_Q45632	MFS transporter, PPP family, 3-phenylpropionic acid transporter	NA
hisJ	K10014	NA	3.A.1.3.11_O50181;3.A.1.3.1_P09551;3.A.1.3.29_P09551;3.A.1.3.29_P0AEU0	histidine transport system substrate-binding protein	NA
hisP	K10017	3.6.3.21	3.A.1.3.11_O30506;3.A.1.3.1_P02915;3.A.1.3.29_P07109	histidine transport system ATP-binding protein [EC:3.6.3.21]	NA
hisQ	K10016	NA	3.A.1.3.11_O50182;3.A.1.3.1_P0A2I9;3.A.1.3.29_P52094	histidine transport system permease protein	NA
hisM	K10015	NA	3.A.1.3.11_O50183;3.A.1.3.1_P0A2I7;3.A.1.3.29_P0AEU3	histidine transport system permease protein	NA
hpt	K02445	NA	2.A.1.4.6_Q9Z7N9	MFS transporter, OPA family, glycerol-3-phosphate transporter	NA
hrtA	K09814	3.6.3.-	3.A.1	hemin transport system ATP-binding protein [EC:3.6.3.-]	NA
hrtB	K09813	NA	3.A.1	hemin transport system permease protein	NA
hutM	K16236	NA	2.A.3.1	histidine permease	NA
hutT	K16234	NA	2.A.3.1.9_O31199	histidine transporter	NA
hxt	K08139	NA	2.A.1.1.32_P15729;2.A.1.1.35_Q7BEC4;2.A.1.1.81_Q0SE66	MFS transporter, SP family, sugar:H+ symporter	NA
idnT	K06157	NA	2.A.8.1.2	Gnt-II system L-idonate transporter	NA
inoF	K17238	NA	3.A.1.1.38	inositol-phosphate transport system permease protein	NA
inoG	K17239	NA	3.A.1.1.38	inositol-phosphate transport system permease protein	NA
inoE	K17237	NA	3.A.1.1.38	inositol-phosphate transport system substrate-binding protein	NA
inoK	K17240	NA	3.A.1.1.13_Q97UY8;3.A.1.1.14_Q97UF2	inositol-phosphate transport system ATP-binding protein	NA
iolF	K06610	NA	2.A.1.1.74_Q926Q9	MFS transporter, SP family, inositol transporter	NA
ibpA1	K17208	NA	3.A.1.2.21	inositol transport system substrate-binding protein	NA
iatP1	K17209	NA	3.A.1.2.21	inositol transport system permease protein	NA
iatA1	K17210	NA	3.A.1.2.21	inositol transport system ATP-binding protein	NA
iatP2	K17214	NA	3.A.1.2	inositol transport system permease protein	NA
iatA2	K17215	NA	3.A.1.2	inositol transport system ATP-binding protein	NA
ibpA2	K17213	NA	3.A.1.2	inositol transport system substrate-binding protein	NA
kdgM	K22110	NA	1.B.35.1;1.B.35.2	oligogalacturonate-specific porin family protein	NA
kdgT	K02526	NA	2.A.10.1	2-keto-3-deoxygluconate permease	NA
kgtP	K03761	NA	2.A.1.6.2_P0AEX3	MFS transporter, MHS family, alpha-ketoglutarate permease	NA
kpsM	K09688	NA	3.A.1.101	capsular polysaccharide transport system permease protein	NA
kpsE	K10107	NA	3.A.1.101	capsular polysaccharide transport system permease protein	NA
kpsT	K09689	NA	3.A.1.101	capsular polysaccharide transport system ATP-binding protein	NA
kup	K03549	NA	2.A.72	KUP system potassium uptake protein	NA
lacEIIA	K02786	2.7.1.69	4.A.3.1.1_P0A0D6;4.A.3.1.2_Q045X4;4.A.3.1.3_Q045H4	PTS system, lactose-specific IIA component [EC:2.7.1.69]	NA
lacEIIB	K02787	2.7.1.69	4.A.3.1.1;4.A.3.1.2;4.A.3.1.3	PTS system, lactose-specific IIB component [EC:2.7.1.69]	NA
lacEIIC	K02788	NA	4.A.3.1.1_P11162;4.A.3.1.2_Q045X3;4.A.3.1.3_Q045H3	PTS system, lactose-specific IIC component	NA
lacE	K10188	NA	3.A.1.1.4_P29822	lactose/L-arabinose transport system substrate-binding protein	NA
lacF	K10189	NA	3.A.1.1.4_P29823	lactose/L-arabinose transport system permease protein	NA
lacG	K10190	NA	3.A.1.1.4_P29824	lactose/L-arabinose transport system permease protein	NA
lacK	K10191	NA	3.A.1.1.4_Q01937	lactose/L-arabinose transport system ATP-binding protein	NA
lacS	K16209	NA	2.A.2.2.1_P23936;2.A.2.2.2_P43466	lactose/raffinose/galactose permease	NA
lacY	K02532	NA	2.A.1.5.1_P02920;2.A.1.5.2_P16552;2.A.1.5.3_P30000;2.A.1.5.4_P96517	MFS transporter, OHS family, lactose permease	NA
lamB	K02024	NA	1.B.3.1.1_P02943;1.B.3.1.4_F5ZA77	maltoporin	NA
lctB	K08713	NA	1.A.1.1	potassium channel LctB	NA
lctP1	K00427	NA	2.A.14.1.1_P33231;2.A.14.1.3_P71067	L-lactate permease	NA
lctP2	K03303	NA	2.A.14.1.2_Q46839;2.A.14.1.3_P71067	lactate permease	NA
leuE	K11250	NA	2.A.76.1.5_P76249	leucine efflux protein	NA
lhpM	K23062	NA	3.A.1.3.21	hydroxyproline transport system permease protein	NA
lhpN	K23063	NA	3.A.1.3.21	hydroxyproline transport system permease protein	NA
lhpO	K23064	NA	3.A.1.3.21	hydroxyproline transport system ATP-binding protein	NA
lhpP	K23061	NA	3.A.1.3.21	hydroxyproline transporter system substrate-binding protein	NA
livG	K01995	NA	3.A.1.4.10_Q8DQH7;3.A.1.4.10_Q8DQH8;3.A.1.4.1_P0A9S7;3.A.1.4.3_Q8VM83;3.A.1.4.8_P21629	branched-chain amino acid transport system ATP-binding protein	NA
livF	K01996	NA	3.A.1.4.10_Q8DQH7;3.A.1.4.11_Q6N8W2;3.A.1.4.1_P22731;3.A.1.4.8_P21630	branched-chain amino acid transport system ATP-binding protein	NA
livH	K01997	NA	3.A.1.4.10_Q8DQI0;3.A.1.4.11_Q6N8W0;3.A.1.4.1_P0AEX7;3.A.1.4.3_Q8VM85;3.A.1.4.8_P21627	branched-chain amino acid transport system permease protein	NA
livM	K01998	NA	3.A.1.4.10_Q8DQH9;3.A.1.4.11_Q6N8W1;3.A.1.4.1_P22729;3.A.1.4.3_Q8VM84;3.A.1.4.8_P21628	branched-chain amino acid transport system permease protein	NA
livK	K01999	NA	3.A.1.4.10_Q8DQI1;3.A.1.4.11_Q6N8W4;3.A.1.4.1_P04816;3.A.1.4.1_P0AD96;3.A.1.4.3_Q9L3M3;3.A.1.4.8_P21175	branched-chain amino acid transport system substrate-binding protein	NA
lolD	K09810	3.6.3.-	3.A.1.125.1_P75957	lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-]	NA
lolC_E	K09808	NA	3.A.1.125.1_P0ADC3;3.A.1.125.1_P75958	lipoprotein-releasing system permease protein	NA
lplT	K08227	NA	2.A.1.42.1_P39196	MFS transporter, LPLT family, lysophospholipid transporter	NA
lplC	K17320	NA	3.A.1.1.10_Q9KWT7	putative aldouronate transport system permease protein	NA
lplB	K17319	NA	3.A.1.1.10_Q9KWT8	putative aldouronate transport system permease protein	NA
lplA	K17318	NA	3.A.1.1.9;3.A.1.1.291	putative aldouronate transport system substrate-binding protein	NA
lpseA	K09691	NA	3.A.1.103.1_Q48476;3.A.1.103.4_Q1D3I3;3.A.1.103.6_Q9I3V8	lipopolysaccharide transport system ATP-binding protein	NA
lpseP	K09690	NA	3.A.1.103.1_Q48475;3.A.1.103.4_Q1D3I2;3.A.1.103.6_Q9HTB8	lipopolysaccharide transport system permease protein	NA
lysX1	K17073	NA	3.A.1.3.20	putative lysine transport system substrate-binding protein	NA
lysX2	K17074	NA	3.A.1.3.20_Q9A1H0	putative lysine transport system permease protein	NA
lysY	K17076	3.6.3.-	3.A.1.3.20_Q9A1H1	putative lysine transport system ATP-binding protein [EC:3.6.3.-]	NA
lysE	K06895	NA	2.A.75.1.1_P94633;2.A.75.1.2_P11667;2.A.75.1.3_P64711	L-lysine exporter family protein LysE/ArgO	NA
lysP	K11733	NA	2.A.3.1.18_K7VV21;2.A.3.1.2_P25737	lysine-specific permease	NA
macA	K13888	NA	3.A.1.122.1_P75830	membrane fusion protein, macrolide-specific efflux system	NA
macB	K05685	3.6.3.-	3.A.1.122.1_P75831;3.A.1.122.12	macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	NA
maeN	K11616	NA	2.A.24.2.3_O05256	malate:Na+ symporter	NA
malEIIB	K20107	NA	4.A.1.1.11;4.A.1.1.12	maltose PTS system EIICB or EIICBA component	NA
malEIIC	K20108	NA	4.A.1.1.11;4.A.1.1.12	maltose PTS system EIICB or EIICBA component	NA
malE	K10108	NA	3.A.1.1.1_P0AEX9;3.A.1.1.22_Q9S5Y1;3.A.1.1.22_Q9X0T1	maltose/maltodextrin transport system substrate-binding protein	NA
malF	K10109	NA	3.A.1.1.1_P02916;3.A.1.1.22_Q9X0T0	maltose/maltodextrin transport system permease protein	NA
malG	K10110	NA	3.A.1.1.1_P68183;3.A.1.1.22_Q9X0S9;3.A.1.1.22_Q9X2F5	maltose/maltodextrin transport system permease protein	NA
malglcEIIB	K02790	2.7.1.69	4.A.1.1.18_O51590;4.A.1.1.3_P19642	PTS system, maltose and glucose-specific IIB component [EC:2.7.1.69]	NA
malglcEIIC	K02791	NA	4.A.1.1.18_O51590;4.A.1.1.3_P19642	PTS system, maltose and glucose-specific IIC component	NA
malY	K16211	NA	2.A.2.6.2_Q9A612;2.A.2.6.3_Q8EEC4	maltose/maltooligosaccharide transporter	NA
manEIIA	K02793	2.7.1.69	4.A.6.1.12_Q1CY66;4.A.6.1.14_Q8DR78;4.A.6.1.16_Q8Y8V8;4.A.6.1.18_B3W757;4.A.6.1.21_Q1K314;4.A.6.1.24_A1RZ67;4.A.6.1.25_CAQ67974.1;4.A.6.1.2_P26379;4.A.6.1.9_Q97N91;4.A.6.2.2_C8X384	PTS system, mannose-specific IIA component [EC:2.7.1.69]	NA
manEIIB	K02794	2.7.1.69	4.A.6.1.10_Q04GK1;4.A.6.1.11_D2BKY7;4.A.6.1.12_Q1CY67;4.A.6.1.13_B3WB09;4.A.6.1.14_Q8DR78;4.A.6.1.15_E1UCI0;4.A.6.1.16_Q8Y8V8;4.A.6.1.16_Q8Y8V9;4.A.6.1.18_B3W754;4.A.6.1.1_P69797;4.A.6.1.20_H1XUM7;4.A.6.1.21_Q1K315;4.A.6.1.23_C1A8G1;4.A.6.1.24_A1RZ66;4.A.6.1.25_CAQ67973.1;4.A.6.1.2_P26379;4.A.6.1.6_Q2QKM4;4.A.6.1.7_Q5M5W6;4.A.6.1.9_Q97N92;4.A.6.2.2_C8X383	PTS system, mannose-specific IIB component [EC:2.7.1.69]	NA
manEIIC	K02795	NA	4.A.6.1.10_Q04GK0;4.A.6.1.11_D2BKY8;4.A.6.1.12_Q1CY68;4.A.6.1.13_B3WB10;4.A.6.1.15_E1UCI1;4.A.6.1.16_Q8Y8W0;4.A.6.1.18_B3W755;4.A.6.1.1_P69801;4.A.6.1.21_Q1K316;4.A.6.1.23_C1A8G2;4.A.6.1.25_CAQ67972.1;4.A.6.1.2_P26381;4.A.6.1.6_Q2QKM3;4.A.6.1.7_Q5M5W7;4.A.6.1.9_Q97N93;4.A.6.2.2_C8X382;4.A.6.4.1_D9QU69	PTS system, mannose-specific IIC component	NA
manEIID	K02796	NA	4.A.6.1.10_Q04GJ9;4.A.6.1.11_D2BKY9;4.A.6.1.12_Q1CY69;4.A.6.1.13_B3WB11;4.A.6.1.15_E1UCI2;4.A.6.1.16_Q8Y8W1;4.A.6.1.18_B3W756;4.A.6.1.1_P69805;4.A.6.1.21_Q1K317;4.A.6.1.23_C1A8G3;4.A.6.1.24_A1RZ69;4.A.6.1.25_CAQ67971.1;4.A.6.1.25_CAQ67972.1;4.A.6.1.6_Q2QKM2;4.A.6.1.7_Q5M5W8;4.A.6.1.9_Q97N94;4.A.6.2.2_C8X4S8	PTS system, mannose-specific IID component	NA
marC	K05595	NA	2.A.95.1.4_Q8J305;2.A.95.1.6_D3P9M4;2.A.95.1.7_P25743	multiple antibiotic resistance protein	NA
mdcF	K13936	NA	2.A.69.3.3_O32715	malonate transporter	NA
mdtB	K07788	NA	2.A.6.2	multidrug efflux pump	NA
mdtC	K07789	NA	2.A.6.2	multidrug efflux pump	NA
mdtD	K18326	NA	2.A.1.3.26_P36554	MFS transporter, DHA2 family, multidrug resistance protein	NA
mdtF	K18899	NA	2.A.6.2.13	multidrug efflux pump	NA
mdtO	K15547	NA	2.A.85.6.1	multidrug resistance protein MdtO	NA
mdtP	K15550	NA	1.B.17.3.9	outer membrane protein, multidrug efflux system	NA
melB	K11104	NA	2.A.2.1.2_B3W8U5	melibiose permease	NA
merP	K08364	NA	1.A.72.1	periplasmic mercuric ion binding protein	NA
merT	K08363	NA	1.A.72.1	mercuric ion transport protein	NA
merC	K19058	NA	1.A.72.4	mercuric ion transport protein	NA
merE	K19059	NA	1.A.72.5	mercuric ion transport protein	NA
metN	K02071	NA	3.A.1.24.1_P30750;3.A.1.24.2_O32169;3.A.1.24.3_Q8K8K8;3.A.1.24.4_Q8NSN2;3.A.1.24.5_Q9HT70	D-methionine transport system ATP-binding protein	NA
metI	K02072	NA	3.A.1.24.1_P31547;3.A.1.24.2_O32168;3.A.1.24.3_Q8K8K7;3.A.1.24.4_Q8NSN3;3.A.1.24.5_Q9HT69	D-methionine transport system permease protein	NA
metQ	K02073	NA	3.A.1.24.1_P28635;3.A.1.24.2_O32167;3.A.1.24.3_Q8K8K9;3.A.1.24.4_Q8NSN1;3.A.1.24.5_Q9HT68	D-methionine transport system substrate-binding protein	NA
mfs.cp	K03449	NA	2.A.1.17.2_Q04FN1	MFS transporter, CP family, cyanate transporter	NA
mfs.set	K03291	NA	2.A.1.20.1_P31675;2.A.1.20.2_P33026;2.A.1.20.3_P31436;2.A.1.20.4_Q9S3K0	MFS transporter, SET family, sugar efflux transporter	NA
mglA	K10542	3.6.3.17	3.A.1.2.3_P0AAG8	methyl-galactoside transport system ATP-binding protein [EC:3.6.3.17]	NA
mglB	K10540	NA	3.A.1.2.3_P0AEE5	methyl-galactoside transport system substrate-binding protein	NA
mglC	K10541	NA	3.A.1.2.3_P23200	methyl-galactoside transport system permease protein	NA
mgtE	K06213	NA	1.A.26.1;1.A.26.2;1.A.26.3	magnesium transporter	NA
mhpT	K05819	NA	2.A.1.15.2_P77589	MFS transporter, AAHS family, 3-hydroxyphenylpropionic acid transporter	NA
mlaB	K07122	NA	3.A.1.27.3_P64602	phospholipid transport system transporter-binding protein	NA
mlaC	K07323	NA	3.A.1.27.3_P0ADV7	phospholipid transport system substrate-binding protein	NA
mlaF	K02065	NA	3.A.1.27.3_P63386	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	NA
mlaE	K02066	NA	3.A.1.27.3_P64606	phospholipid/cholesterol/gamma-HCH transport system permease protein	NA
mlaD	K02067	NA	3.A.1.27.3_P64604	phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein	NA
mlaA	K04754	NA	3.A.1.27.3_P76506	phospholipid-binding lipoprotein MlaA	NA
mleP	K07088	NA	2.A.69.3.2_E0SFK1;2.A.69.3.4_P56949;2.A.69.3.6_Q98L58;2.A.69.4.5_Q48797;2.A.69.3.1_Q9AK33;2.A.69.4.4_Q1DE54	uncharacterized protein	NA
mmpL10	K06994	NA	2.A.6.5.13_P9WJU1;2.A.6.5.3_Q9KH53;2.A.6.5.7_O53735	putative drug exporter of the RND superfamily	NA
mmpL11	K20466	NA	2.A.6.5.5	heme transporter	NA
mmr	K03297	NA	2.A.7.1	small multidrug resistance pump	NA
mmuP	K16235	NA	2.A.3.1.11_P39137	S-methylmethionine transporter	NA
mnA	K09820	NA	3.A.1.15	manganese/iron transport system ATP-binding protein	NA
mnP	K09819	NA	3.A.1.15	manganese/iron transport system permease protein	NA
mnS	K09818	NA	3.A.1.15	manganese/iron transport system substrate-binding protein	NA
mngEIIA	K11198	2.7.1.69	4.A.2.1.3	PTS system, 2-O-A-mannosyl-D-glycerate-specific IIA component [EC:2.7.1.69]	NA
mngEIIB	K11199	2.7.1.69	4.A.2.1.3	PTS system, 2-O-A-mannosyl-D-glycerate-specific IIB component [EC:2.7.1.69]	NA
mngEIIC	K11200	NA	4.A.2.1.3	PTS system, 2-O-A-mannosyl-D-glycerate-specific IIC component	NA
mnhB	K05566	NA	2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit B	NA
mnhC	K05567	NA	2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit C	NA
mnhE	K05569	NA	2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit E	NA
mnhA	K05565	NA	2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit A	NA
mnhF	K05570	NA	2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit F	NA
mnhG	K05571	NA	2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit G	NA
mnhD	K05568	NA	2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit D	NA
mntA1	K11603	NA	3.A.1.15.1	manganese transport system ATP-binding protein	NA
mntB1	K11602	NA	3.A.1.15.1	manganese transport system permease protein	NA
mntC1	K11601	NA	3.A.1.15.1	manganese transport system substrate-binding protein	NA
mntA2	K19973	NA	3.A.1.15.15	manganese transport system ATP-binding protein	NA
mntB2	K19976	NA	3.A.1.15.15	manganese transport system permease protein	NA
mntC2	K19975	NA	3.A.1.15.15	manganese transport system substrate-binding protein	NA
mntH	K03322	NA	2.A.55.2.6;2.A.55.3	manganese transport protein	NA
mntP	K23242	NA	2.A.107	manganese efflux pump family protein	NA
modF	K05776	NA	NA	molybdate transport system ATP-binding protein	NA
modC	K02017	3.6.3.29	3.A.1.8	molybdate transport system ATP-binding protein [EC:3.6.3.29]	NA
modB	K02018	NA	3.A.1.8	molybdate transport system permease protein	NA
modA	K02020	NA	3.A.1.8	molybdate transport system substrate-binding protein	NA
msbA	K11085	3.6.3.-	3.A.1.106.1_P60752	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	NA
msmE1	K10120	NA	3.A.1.1.20	fructooligosaccharide transport system substrate-binding protein	NA
msmF1	K10121	NA	3.A.1.1.20	fructooligosaccharide transport system permease protein	NA
msmG1	K10122	NA	3.A.1.1.20	fructooligosaccharide transport system permease protein	NA
msmE2	K10117	NA	3.A.1.1.28_Q00749;3.A.1.1.42_Q9FBS5;3.A.1.1.43_Q9FBS5;3.A.1.1.45_Q8NMV3;3.A.1.1.47_A5LBQ6	raffinose/stachyose/melibiose transport system substrate-binding protein	NA
msmF2	K10118	NA	3.A.1.1.28_Q00750;3.A.1.1.42_Q9FBS6;3.A.1.1.43_Q9FBS6;3.A.1.1.45_Q8NMV4;3.A.1.1.47_A5LBQ5	raffinose/stachyose/melibiose transport system permease protein	NA
msmG2	K10119	NA	3.A.1.1.28_Q00751;3.A.1.1.42_Q9FBS7;3.A.1.1.43_Q9FBS7;3.A.1.1.45_Q8NMV5;3.A.1.1.47_A5LBQ4	raffinose/stachyose/melibiose transport system permease protein	NA
mthK	K10716	NA	1.A.1.1;1.A.1.6;1.A.1.13;1.A.1.17;1.A.1.24;1.A.1.25	voltage-gated potassium channel	NA
mtlEIIA	K02798	2.7.1.69	4.A.2.1.24_P69824;4.A.2.1.5_C0H3V2	PTS system, mannitol-specific IIA component [EC:2.7.1.69]	NA
mtlEIIB	K02799	2.7.1.69	4.A.2.1.2;4.A.2.1.5;4.A.2.1.12;4.A.2.1.24	PTS system, mannitol-specific IIB component [EC:2.7.1.69]	NA
mtlEIIC	K02800	NA	4.A.2.1.12_Q9KKQ7;4.A.2.1.24_P69826;4.A.2.1.2_P00550;4.A.2.1.5_P42956	PTS system, mannitol-specific IIC component	NA
mtlE	K10227	NA	3.A.1.1.49_O30491	sorbitol/mannitol transport system substrate-binding protein	NA
mtlF	K10228	NA	3.A.1.1.49_O30492	sorbitol/mannitol transport system permease protein	NA
mtlG	K10229	NA	3.A.1.1.49_O30493	sorbitol/mannitol transport system permease protein	NA
mtr	K03835	NA	2.A.42.1.2_P0AAD2;2.A.42.1.5_Q5NFU3	tryptophan-specific transport protein	NA
mtsA	K11704	NA	3.A.1.15.6	iron/zinc/copper transport system substrate-binding protein	NA
mtsB	K11706	NA	3.A.1.15.6	iron/zinc/copper transport system ATP-binding protein	NA
mtsC	K11705	NA	3.A.1.15.6	iron/zinc/copper transport system permease protein	NA
murEIIB	K11191	2.7.1.69	4.A.1.2.7_P77272	PTS system, N-acetylmuramic acid-specific IIB component [EC:2.7.1.69]	NA
murEIIC	K11192	NA	4.A.1.2.7_P77272	PTS system, N-acetylmuramic acid-specific IIC component	NA
nagEIIA	K02802	2.7.1.69	4.A.1.1.2	PTS system, N-acetylglucosamine-specific IIA component [EC:2.7.1.69]	NA
nagEIIB	K02803	2.7.1.69	4.A.1.1.5_Q8GBT8	PTS system, N-acetylglucosamine-specific IIB component [EC:2.7.1.69]	NA
nagEIIC	K02804	NA	4.A.1.1.15_Q9HXN4;4.A.1.1.2_P09323;4.A.1.1.5_Q8GBT6;4.A.1.1.5_Q8GBT7;4.A.1.1.6_P39816;4.A.1.1.7_O34521	PTS system, N-acetylglucosamine-specific IIC component	NA
natA	K09697	NA	3.A.1.115	sodium transport system ATP-binding protein	NA
natB	K09696	NA	3.A.1.115	sodium transport system permease protein	NA
natB1	K11954	NA	3.A.1.4.2_Q55387	neutral amino acid transport system substrate-binding protein	NA
natC	K11955	NA	3.A.1.4.2_P74455	neutral amino acid transport system permease protein	NA
natD1	K11956	NA	3.A.1.4.2_P74318	neutral amino acid transport system permease protein	NA
natA1	K11957	NA	3.A.1.4.2_Q55164	neutral amino acid transport system ATP-binding protein	NA
natE	K11958	NA	3.A.1.4.2_P73650	neutral amino acid transport system ATP-binding protein	NA
nepI	K03445	NA	2.A.1.2.26_P0ADL1	MFS transporter, DHA1 family, purine ribonucleoside efflux pump	NA
ngcE	K10200	NA	3.A.1.1.18_Q8RJV0	N-acetylglucosamine transport system substrate-binding protein	NA
ngcF	K10201	NA	3.A.1.1.18_Q8RJU9	N-acetylglucosamine transport system permease protein	NA
ngcG	K10202	NA	3.A.1.1.18_Q8RJU8	N-acetylglucosamine transport system permease protein	NA
nhaA	K03313	NA	2.A.33.1	Na+:H+ antiporter, NhaA family	NA
nhaB	K03314	NA	2.A.34.1	Na+:H+ antiporter, NhaB family	NA
nhaC	K03315	NA	2.A.35.1.2_P54571;2.A.35.1.3_Q838N7;2.A.35.1.4_B0R9X2	Na+:H+ antiporter, NhaC family	NA
niaX	K16788	NA	2.A.88.5.1_Q99Z31;2.A.88.5.2_A2RKV5	niacin transporter	NA
nikA	K15584	NA	3.A.1.5.3;3.A.1.5.33;3.A.1.5.40;3.A.1.5.43	nickel transport system substrate-binding protein	NA
nikB	K15585	NA	3.A.1.5.3;3.A.1.5.33;3.A.1.5.40;3.A.1.5.43	nickel transport system permease protein	NA
nikC	K15586	NA	3.A.1.5.3;3.A.1.5.33;3.A.1.5.40;3.A.1.5.43	nickel transport system permease protein	NA
nikD	K15587	3.6.3.24	3.A.1.5.3;3.A.1.5.33;3.A.1.5.40;3.A.1.5.43	nickel transport system ATP-binding protein [EC:3.6.3.24]	NA
nikE	K10824	3.6.3.24	3.A.1.5.3;3.A.1.5.33;3.A.1.5.40;3.A.1.5.43	nickel transport system ATP-binding protein [EC:3.6.3.24]	NA
nisG	K20492	NA	3.A.1.124.1;3.A.1.124.2;3.A.1.124.6	lantibiotic transport system permease protein	NA
nisE	K20491	NA	3.A.1.124.1;3.A.1.124.2;3.A.1.124.6	lantibiotic transport system permease protein	NA
nisF	K20490	NA	3.A.1.124.1;3.A.1.124.2;3.A.1.124.6	lantibiotic transport system ATP-binding protein	NA
nisA	K20482	NA	1.C.20	lantibiotic bacteriocin	NA
ptsP	K08484	2.7.3.9	NA	phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]	NA
ptsO	K08485	NA	NA	phosphocarrier protein NPr	NA
ntrEIIA	K02806	2.7.1.69	NA	PTS system, nitrogen regulatory IIA component [EC:2.7.1.69]	NA
nixA	K07241	NA	2.A.52.1	high-affinity nickel-transport protein	NA
nodI	K09695	NA	3.A.1.102.1_P50332	lipooligosaccharide transport system ATP-binding protein	NA
nodJ	K09694	NA	3.A.1.102.1_P50333	lipooligosaccharide transport system permease protein	NA
nosF	K19340	NA	3.A.1.132.2	Cu-processing system ATP-binding protein	NA
nosY	K19341	NA	3.A.1.132.2	Cu-processing system permease protein	NA
nrsA	K11326	NA	2.A.6.1	cation efflux system protein involved in nickel and cobalt tolerance	NA
nrtD	K15579	NA	3.A.1.16.1;3.A.1.16.2	nitrate/nitrite transport system ATP-binding protein	NA
nrtC	K15578	3.6.3.-	3.A.1.16.1	nitrate/nitrite transport system ATP-binding protein [EC:3.6.3.-]	NA
nrtB	K15577	NA	3.A.1.16.1;3.A.1.16.2	nitrate/nitrite transport system permease protein	NA
nrtA	K15576	NA	3.A.1.16.1;3.A.1.16.2	nitrate/nitrite transport system substrate-binding protein	NA
nukE	K20460	NA	3.A.1.124.3;3.A.1.124.4;3.A.1.124.5	lantibiotic transport system permease protein	NA
nukF	K20459	NA	3.A.1.124.3;3.A.1.124.4;3.A.1.124.5	lantibiotic transport system ATP-binding protein	NA
