microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_kegg_score	microtrait_hmm-dbxref_kegg_fscore	microtrait_hmm-dbxref_kegg_tpr	microtrait_hmm-dbxref_kegg_tnr	microtrait_hmm-dbxref_kegg_fpr	microtrait_hmm-dbxref_kegg_fnr	microtrait_hmm-dbxref_kegg_accuracy
K19310	135.5	9.20e-01	0.91975	1.000	1.64e-06	0.08025	1.00e+00
K19340	311.5	2.95e-01	0.82337	1.000	1.74e-04	0.17663	1.00e+00
K19341	141.4	0.976801	0.96154	1.000	3.78e-07	0.03846	1.00e+00
K19351	929.2	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K19506	141.4	9.18e-01	0.8542	1	1.26e-07	0.14583	1.00e+00
K19507	165.3	9.74e-01	0.96335	1	3.78e-07	0.0366	1.0e+00
K19508	270.2	9.84e-01	0.97895	1	2.52e-07	0.02105	1.00e+00
K19509	323.6	9.44e-01	0.97095	1	2.64e-06	0.02905	1.00e+00
K19585	1907.8	9.85e-01	0.97015	1.000	0.00e+00	0.02985	1.00e+00
K19593	641.2	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K19594	1653.7	9.87e-01	0.974	1.000	0.00e+00	0.02632	1.00e+00
K19611	519.2	0.989583	0.98083	1.000	1.26e-07	0.01917	1.00e+00
K19689	31.8	1.000000	1.000000	1	0.00e+00	0.000000	1.000000
K19697	716.7	9.87e-01	0.97345	1.000	0.00e+00	0.02655	1.00e+00
K19701	235.1	9.83e-01	0.96732	1	0.00e+00	0.03268	1.00e+00
K19702	291.6	9.67e-01	0.9674	1	3.78e-07	0.0326	1.00e+00
K19709	753.1	9.96e-01	0.9925	1.000	0.00e+00	0.00752	1.00e+00
K19713	98.9	0.971946	0.94876	1.000	2.52e-07	0.05124	1.00e+00
K19777	46.8	9.93e-01	0.9869	1	0.00e+00	0.01310	1.00e+00
K19778	62.0	9.97e-01	0.99349	1	0.00e+00	0.00651	1.00e+00
K19973	337.9	9.37e-01	0.8873	1.000	2.52e-07	0.11273	1.00e+00
K19975	464.3	8.57e-01	0.76534	1.000	7.55e-07	0.23466	1.00e+00
K19976	385.2	9.38e-01	0.88316	1.000	0.00e+00	0.11684	1.00e+00
K20107	515.3	9.51e-01	0.90592	1.000	0.00e+00	0.0941	1.00e+00
K20108	515.3	9.51e-01	0.90592	1.000	0.00e+00	0.0941	1.00e+00
K20109	209.6	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K20112	130.1	9.97e-01	1.00000	1.000	1.26e-07	0.0000	1.00e+00
K20113	94.9	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K20114	478.0	9.88e-01	0.9767	1	0.00e+00	0.02326	1.00e+00
K20116	739.5	0.915870	0.91762	1.000	5.67e-06	0.08238	1.00e+00
K20117	712.8	0.847039	0.78746	1.000	5.92e-06	0.21254	1.00e+00
K20118	711.7	0.847987	0.79020	1.000	6.04e-06	0.20980	1.00e+00
K20136	814.5	1.00e+00	1.00	1	0.00e+00	0.00	1.00e+00
K20265	166.9	0.996817	0.994555	1.000	1.26e-07	0.005445	0.999999
K20273	469.9	9.94e-01	0.9875	1	0.00e+00	0.0125	1.00e+00
K20274	130.1	9.87e-01	0.9744	1	0.00e+00	0.0256	1.00e+00
K20344	783.0	7.81e-01	0.71930	1.000	5.29e-06	0.28070	1.00e+00
K20459	370.2	8.23e-01	0.73783	1.000	1.89e-06	0.26217	1.00e+00
K20460	151.5	9.50e-01	0.90411	1.000	0.00e+00	0.09589	1.00e+00
K20461	155.8	9.60e-01	0.92969	1.000	2.52e-07	0.07031	1.00e+00
K20466	1493.5	9.50e-01	0.906	1.000	0.00e+00	0.09434	1.00e+00
K20469	186.1	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K20482	33.1	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K20486	264.6	9.41e-01	0.9062	1	2.52e-07	0.0938	1.00e+00
K20490	326.3	0.840404	0.73759	1.000	6.30e-07	0.26241	1.00e+00
K20491	154.5	0.917466	0.84752	1	0.00e+00	0.15248	1.00e+00
K20492	111.9	9.93e-01	1.0000	1	3.78e-07	0.00000	1.00e+00
K20608	388.0	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K20609	427.7	9.94e-01	0.988	1.000	0.00e+00	0.0119	1.00e+00
K20625	1766.0	1.00e+00	1	1.000	0.00e+00	0	1.00e+00
K20713	874.2	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K20742	197.3	9.87e-01	0.98214	1.000	2.52e-07	0.01786	1.00e+00
K20744	1127.3	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K20749	632.4	8.33e-01	1.0	1	2.52e-07	0.0	1.0e+00
K20750	891.5	1.00e+00	1.0	1	0.00e+00	0.0	1.00e+00
K20754	555.2	9.74e-01	1.0000	1	1.26e-07	0.0000	1.00e+00
K20755	109.9	9.96e-01	0.99265	1	0.00e+00	0.00735	1.00e+00
K20920	153.8	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K20932	921.9	1.00e+00	1	1	0.00e+00	0	1.00e+00
K20933	853.3	1.00e+00	1	1	0.00e+00	0	1.00e+00
K20934	1998.6	1.00e+00	1	1	0.00e+00	0	1.00e+00
K20935	1567.9	1.00e+00	1	1	0.00e+00	0	1.00e+00
K20942	553.9	1.00e+00	1.00	1.000	0.00e+00	0.00	1.00e+00
K20987	323.7	1.00e+00	1.000	1.000	0.00e+00	0.0000	1.00e+00
K20988	189.3	9.49e-01	0.98026	1	1.64e-06	0.01974	1.00e+00
K20997	406.5	8.94e-01	0.833	1.000	3.78e-07	0.1667	1.00e+00
K20998	252.9	9.92e-01	1.000	1.000	1.26e-07	0.0000	1.00e+00
K20999	167.1	9.91e-01	1.0000	1.000	1.26e-07	0.0000	1.00e+00
K21000	184.8	9.76e-01	0.9683	1.000	1.26e-07	0.0317	1.00e+00
K21001	301.4	9.29e-01	0.8764	1.000	1.26e-07	0.1236	1.00e+00
K21002	503.9	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K21003	160.9	9.67e-01	0.935	1	0.00e+00	0.0645	1.0e+00
K21004	577.8	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K21005	247.3	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K21006	145.8	9.97e-01	1.00000	1	1.26e-07	0.00000	1.00e+00
K21007	187.6	9.96e-01	0.99194	1.000	0.00e+00	0.00806	1.00e+00
K21008	125.7	1.00e+00	1.0000	1	0.00e+00	0.00000	1.00e+00
K21009	147.7	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K21010	94.3	9.97e-01	1.00000	1.000	1.26e-07	0.00000	1.00e+00
K21011	382.0	9.94e-01	0.98842	1.000	0.00e+00	0.01158	1.00e+00
K21012	288.8	9.90e-01	0.98785	1	2.52e-07	0.01215	1.00e+00
K21058	224.6	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K21071	359.7	0.745845	0.614562	1	6.29e-06	0.385438	0.999921
K21134	1443.0	9.89e-01	0.97908	1.000	0.00e+00	0.02092	1.00e+00
K21231	415.4	9.89e-01	0.9888	1	1.26e-07	0.0112	1.00e+00
K21307	380.3	9.88e-01	0.97647	1.000	0.00e+00	0.02353	1.00e+00
K21308	296.0	0.988166	0.97661	1.000	0.00e+00	0.02339	1.00e+00
K21309	120.9	1.000000	1.00000	1	0.00e+00	0.00000	1.0e+00
K21312	923.2	1.00e+00	1.0	1	0.00e+00	0.0	1.0e+00
K21349	232.9	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.000000
K21369	1182.5	1.00e+00	1	1	0.00e+00	0	1.00e+00
K21393	429.1	0.997691	0.9954	1	0.00e+00	0.00461	1.00e+00
K21394	124.0	0.93056	0.90891	1	2.90e-06	0.09109	1.0e+00
K21395	352.3	0.828096	0.73684	1	3.27e-06	0.26316	1.00e+00
K21429	172.7	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K21469	255.7	9.93e-01	0.98655	1	0.00e+00	0.01345	1.00e+00
K21470	120.1	0.995957	0.997301	1	1.01e-06	0.002699	0.999998
K21471	156.5	0.617739	0.494191	1.000	3.21e-05	0.5058	0.999814
K21472	100.9	0.958115	0.9385	1.000	1.51e-06	0.06154	1.00e+00
K21473	253.5	9.40e-01	0.88737	1.000	0.00e+00	0.11263	1.00e+00
K21474	327.8	9.28e-01	0.86607	1	0.00e+00	0.13393	1.00e+00
K21613	442.8	0.959897	0.94402	1.000	1.13e-06	0.05598	1.00e+00
K21993	278.4	0.933576	0.88296	1	6.30e-07	0.11704	1.00e+00
K22110	71.7	0.99926	0.99852	1	0.00e+00	0.00148	1.00e+00
K22112	150.2	9.47e-01	0.94660	1	1.38e-06	0.05340	1.00e+00
K22158	151.3	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K22159	269.3	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K22160	995.8	1.21e-01	0.0645	1.000	0.00e+00	0.9355	1.00e+00
K22161	667.7	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K22162	454.7	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K22163	492.2	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K22164	180.8	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K22165	95.1	8.85e-01	0.7937	1	0.00e+00	0.2063	1.00e+00
K22166	137.5	9.35e-01	0.900	1	1.26e-07	0.100	1.00e+00
K22167	798.9	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K22168	557.8	9.88e-01	1.000	1.000	1.26e-07	0.000	1.00e+00
K22169	553.3	9.52e-01	0.9259	1.000	1.26e-07	0.0741	1.00e+00
K22170	53.0	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K22214	766.2	9.82e-01	0.966	1	0.00e+00	0.0345	1.0e+00
K22306	201.7	0.773714	0.79089	1.000	2.73e-05	0.20911	0.999950
K22447	278.8	0.997800	0.99561	1.000	0.00e+00	0.00439	0.999999
K22451	82.1	9.98e-01	1.00000	1	1.26e-07	0.00000	1.00e+00
K22480	1119.3	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K22481	357.0	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K22482	201.5	9.89e-01	1.0000	1.000	1.26e-07	0.0000	1.00e+00
K22502	24.7	9.38e-01	0.88393	1	0.00e+00	0.116	1.00e+00
K22516	956.0	5.12e-01	0.35897	1.000	1.51e-06	0.64103	1.00e+00
K22602	521.9	0.95883	0.95503	1.000	3.52e-06	0.04497	1.00e+00
K22622	130.9	0.998822	0.99765	1.000	0.00e+00	0.00235	1.00e+00
K22896	774.7	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K22897	859.7	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K22898	127.7	9.68e-01	1.000	1	2.52e-07	0.0000	1.00e+00
K22899	557.6	8.84e-01	0.792	1.000	0.00e+00	0.2083	1.00e+00
K22908	203.8	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K22914	93.0	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K22915	1923.8	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K22916	1334.4	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K22917	1477.3	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K22921	574.1	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K22922	973.3	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K22923	501.2	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K22924	794.2	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K22925	796.4	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K22926	956.9	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K23055	330.9	9.72e-01	0.946	1.000	0.00e+00	0.05366	1.00e+00
K23056	288.5	9.80e-01	0.9661	1.000	1.26e-07	0.03390	1.00e+00
K23057	315.4	9.70e-01	0.94083	1.000	0.00e+00	0.05917	1.00e+00
K23058	448.6	9.74e-01	0.95000	1.000	0.00e+00	0.05000	1.00e+00
K23059	234.2	0.405678	0.84866	1.000	1.53e-04	0.15134	1.00e+00
K23060	391.3	0.737999	0.76134	1.000	3.18e-05	0.23866	0.999943
K23061	347.8	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K23062	291.6	1.00e+00	1.0000	1.000	0.00e+00	0.00000	1.00e+00
K23063	282.7	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K23064	410.1	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K23150	145.8	9.81e-01	0.97196	1.000	1.26e-07	0.02804	1.00e+00
K23163	470.9	0.858724	0.772964	1.000	7.93e-06	0.227036	0.999926
K23181	351.9	9.70e-01	0.9452	1.000	1.26e-07	0.05476	1.00e+00
K23182	404.6	5.94e-01	0.87209	1.000	4.61e-05	0.12791	1.00e+00
K23183	397.8	6.26e-01	0.8187	1.000	3.44e-05	0.18129	0.999958
K23184	370.7	9.15e-01	0.873	1.000	1.01e-06	0.12719	1.00e+00
K23185	324.6	0.975401	0.98488	1.000	2.01e-06	0.01512	1.00e+00
K23186	465.4	0.921087	0.8558	1.000	1.26e-07	0.14423	1.00e+00
K23187	422.8	0.947368	0.94062	1.000	2.39e-06	0.05938	0.999994
K23188	440.1	0.939704	0.9097	1.000	1.51e-06	0.09031	1.00e+00
K23227	178.9	0.995538	0.99352	1.000	3.78e-07	0.00648	0.999999
K23228	487.1	0.992268	0.98549	1.000	1.26e-07	0.01451	0.999998
K23242	47.0	0.994102	0.988274	1	0.00e+00	0.0117	0.999998
K23259	266.6	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K23597	188.1	1.00e+00	1.000	1	0.00e+00	0.0000	1.00e+00
K23598	42.0	9.90e-01	0.98077	1	0.00e+00	0.0192	1.00e+00
K23655	518.4	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K23743	137.7	9.97e-01	0.99451	1	0.00e+00	0.00549	1.00e+00
K23775	104.2	0.777189	0.669923	1.000	4.32e-05	0.33008	0.999693
K23941	253.7	1.00e+00	1.000	1	0.00e+00	0.0000	1.0e+00
K23980	236.2	0.991686	0.99244	1.000	7.55e-07	0.00756	1.00e+00
K23995	838.9	9.62e-01	0.93225	1	2.52e-07	0.06775	1.00e+00
K24041	364.8	8.96e-01	0.85530	1	2.64e-06	0.14470	1.00e+00
K24119	229.4	0.994959	0.992567	1.000	7.55e-07	0.007433	0.999997
K24126	203.8	0.983880	0.99550	1.000	3.15e-06	0.00450	0.999996
K24131	39.9	0.999657	0.999314	1	0.00e+00	0.000686	1.000000
K24447	212.9	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K24454	1689.9	1.00e+00	1.00	1	0.00e+00	0.00	1.00e+00
K24697	221.9	9.91e-01	0.987	1	1.26e-07	0.01322	1.00e+00
K24844	278.8	0.99553	0.999102	1	1.13e-06	0.000898	1.00000
K24845	113.8	0.99955	0.999102	1.000	0.00e+00	0.000898	1.00000
K24847	658.7	1.000000	1.00000	1.000	0.00e+00	0.00000	1.00e+00
arrA	1977.3	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
arrB	547.0	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
cyc2	877.4	1.00e+00	1.0	1	0.00e+00	0.0	1.00e+00
dsrD	92.7	1.00e+00	1.0000	1	0.00e+00	0.000	1.00e+00
dsrJ	106.0	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
dsrK	438.9	9.41e-01	1.000	1.000	6.30e-07	0.000	1.00e+00
dsrL	1158.7	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
dsrO	305.0	4.95e-01	0.9643	1.000	6.80e-06	0.0357	1.00e+00
dsrP	425.0	5.08e-01	0.9118	1	7.18e-06	0.0882	1.00e+00
dsrR	144.6	8.89e-01	0.889	1.000	1.26e-07	0.111	1.00e+00
dsrS	572.1	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
foxE	567.1	1.00e+00	1.00	1	0.00e+00	0.00	1.00e+00
foxY	639.6	1.00e+00	1.00	1	0.00e+00	0.00	1.00e+00
foxZ	531.7	1.00e+00	1.00	1	0.00e+00	0.00	1.00e+00
mccA	1205.3	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
mtrA	489.6	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
mtrB	522.8	9.90e-01	1.0000	1	1.26e-07	0.0000	1.00e+00
mtrC	504.5	9.33e-01	0.9211	1	2.52e-07	0.0789	1.00e+00
mtrD	701.8	1.00e+00	1.0	1	0.00e+00	0.0	1.00e+00
mtrE	1712.2	1.00e+00	1	1	0.00e+00	0	1.00e+00
mtrF	1179.4	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
omcA	515.6	9.82e-01	0.9643	1	0.00e+00	0.0357	1.00e+00
pioA	1056.1	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
pioB	1901.6	1.00e+00	1.000	1	0.00e+00	0.0000	1.0e+00
pioC	197.8	1.00e+00	1.000	1	0.00e+00	0.0000	1.00e+00
