functional group	relationtype	taxa	taxa_original	taxalevel	reference
xylanolysis	taxa	Thermotoga maritima	Thermotoga maritima	species	# Le Gal (2005) - Marine Biotechnology I, ISBN: 9783540256595  and  Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
cellulolysis	taxa	Thermotoga neapolitana	Thermotoga neapolitana	species	# DOI:10.1128/MMBR.66.3.506–577.2002
xylanolysis	taxa	Thermotoga neapolitana	Thermotoga neopolitana	species	# Le Gal (2005) - Marine Biotechnology I, ISBN: 9783540256595
fermentation	taxa	Thermovenabulum ferriorganovorum	Thermovenabulum ferriorganovorum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
nitrate_ammonification	taxa	Thermovenabulum ferriorganovorum	Thermovenabulum ferriorganovorum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
nitrate_ammonification	taxa	Thermovenabulum ferriorganovorum	Thermovenabulum ferriorganovorum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
sulfur_respiration	taxa	Thermovenabulum ferriorganovorum	Thermovenabulum ferriorganovorum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
thiosulfate_respiration	taxa	Thermovenabulum ferriorganovorum	Thermovenabulum ferriorganovorum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
iron_respiration	taxa	Thermovenabulum gondwanense	Thermovenabulum gondwanense	species	# DOI:10.1099/ijs.0.009886-0
manganese_respiration	taxa	Thermovenabulum gondwanense	Thermovenabulum gondwanense	species	# DOI:10.1099/ijs.0.009886-0
sulfur_respiration	taxa	Thermovenabulum gondwanense	Thermovenabulum gondwanense	species	# DOI:10.1099/ijs.0.009886-0
thiosulfate_respiration	taxa	Thermovenabulum gondwanense	Thermovenabulum gondwanense	species	# DOI:10.1099/ijs.0.009886-0
nitrate_ammonification	taxa	Thermovibrio ammonificans	Thermovibrio ammonificans	species	# Vetriani et al. (2004) - Thermovibrio ammonificans sp. nov., a thermophilic, chemolithotrophic, nitrate-ammonifying bacterium from deep-sea hydrothermal vents
dark_hydrogen_oxidation	taxa	Thermovibrio guaymasensis	Thermovibrio guaymasensis	species	# DOI:10.1099/ijs.0.63994-0
nitrate_ammonification	taxa	Thermovibrio guaymasensis	Thermovibrio guaymasensis	species	# DOI:10.1099/ijs.0.63994-0
sulfur_respiration	taxa	Thermovibrio guaymasensis	Thermovibrio guaymasensis	species	# DOI:10.1099/ijs.0.63994-0
dark_hydrogen_oxidation	taxa	Thermovibrio ruber	Thermovibrio ruber	species	# DOI:10.1099/00207713-52-5-1859
nitrate_ammonification	taxa	Thermovibrio ruber	Thermovibrio ruber	species	# DOI:10.1099/00207713-52-5-1859
sulfur_respiration	taxa	Thermovibrio ruber	Thermovibrio ruber	species	# DOI:10.1099/00207713-52-5-1859
fermentation	taxa	Thermovirga lienii	Thermovirga lienii	species	# DOI:10.5772/55920
arsenite_oxidation_detoxification	taxa	Thermus aquaticus	Thermus aquaticus	species	# DOI:10.1021/es010816f
nitrate_reduction	taxa	Thermus brockianus	Thermus brockianus	species	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
arsenate_respiration	taxa	Thermus HR13	Thermus HR13	species	# DOI:10.1111/j.1574-6968.2001.tb10907.x
arsenite_oxidation_detoxification	taxa	Thermus HR13	Thermus HR13	species	# DOI:10.1111/j.1574-6968.2001.tb10907.x
nitrate_reduction	taxa	Thermus oshimai	Thermus oshimai	species	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
iron_respiration	taxa	Thermus SA-01	Thermus SA-01	species	# DOI:10.1007/978-3-642-30141-4_69
arsenite_oxidation_detoxification	taxa	Thermus thermophilus	Thermus thermophilus	species	# DOI:10.1021/es010816f
sulfite_respiration	taxa	Thermus thermophilus	Thermus thermophilus	species	# DOI:10.1128/JB.05186-11
dark_sulfide_oxidation	taxa	Thialkalivibrio halophilus	Thialkalivibrio halophilus	species	# DOI:10.1007/s00792-004-0391-6
dark_sulfur_oxidation	taxa	Thialkalivibrio halophilus	Thialkalivibrio halophilus	species	# DOI:10.1007/s00792-004-0391-6
dark_thiosulfate_oxidation	taxa	Thialkalivibrio halophilus	Thialkalivibrio halophilus	species	# DOI:10.1007/s00792-004-0391-6
dark_sulfide_oxidation	taxa	Thialkalivibrio nitratireducens	Thialkalivibrio nitratireducens	species	# DOI:10.1099/ijs.0.02615-0
dark_sulfur_oxidation	taxa	Thialkalivibrio nitratireducens	Thialkalivibrio nitratireducens	species	# DOI:10.1099/ijs.0.02615-0
dark_thiosulfate_oxidation	taxa	Thialkalivibrio nitratireducens	Thialkalivibrio nitratireducens	species	# DOI:10.1099/ijs.0.02615-0
nitrate_respiration	taxa	Thialkalivibrio nitratireducens	Thialkalivibrio nitratireducens	species	# DOI:10.1099/ijs.0.02615-0
dark_sulfide_oxidation	taxa	Thialkalivibrio versutus D301	Thialkalivibrio versutus D301	species	# DOI:10.1007/s10529-015-1845-x
thiosulfate_respiration	taxa	Thialkalivibrio versutus D301	Thialkalivibrio versutus D301	species	# DOI:10.1007/s10529-015-1845-x
dark_sulfide_oxidation	taxa	Thioalbus denitrificans	Thioalbus denitrificans	species	# DOI:10.1099/ijs.0.024844-0
dark_sulfur_oxidation	taxa	Thioalbus denitrificans	Thioalbus denitrificans	species	# DOI:10.1099/ijs.0.024844-0
dark_thiosulfate_oxidation	taxa	Thioalbus denitrificans	Thioalbus denitrificans	species	# DOI:10.1099/ijs.0.024844-0
nitrate_respiration	taxa	Thioalbus denitrificans	Thioalbus denitrificans	species	# DOI:10.1099/ijs.0.024844-0
dark_sulfide_oxidation	taxa	Thioalkalimicrobium microaerophilum	Thioalkalimicrobium microaerophilum	species	# DOI:10.1128/AEM.02087-06
dark_thiosulfate_oxidation	taxa	Thioalkalimicrobium microaerophilum	Thioalkalimicrobium microaerophilum	species	# DOI:10.1128/AEM.02087-06
dark_thiosulfate_oxidation	taxa	Thioalkalivibrio nitratireducens	Thioalkalivibrio nitratireducens	species	# DOI:10.1016/j.biochi.2012.07.004
nitrate_respiration	taxa	Thioalkalivibrio nitratireducens	Thioalkalivibrio nitratireducens	species	# DOI:10.1016/j.biochi.2012.07.004
dark_sulfur_oxidation	taxa	Thioalkalivibrio sulfidiphilus	Thioalkalivibrio sulfidiphilus	species	# DOI:10.1099/ijs.0.034504-0
dark_thiosulfate_oxidation	taxa	Thiobacillus A2	Thiobacillus A2	species	# DOI:10.1007/BF00421888
nitrate_reduction	taxa	Thiobacillus aquaesulis	Thiobacillus aquaesulis	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_hydrogen_oxidation	taxa	Thiobacillus caldus	Thiobacillus caldus	species	# DOI:10.1099/13500872-140-12-3451
dark_sulfide_oxidation	taxa	Thiobacillus caldus	Thiobacillus caldus	species	# DOI:10.1099/13500872-140-12-3451
dark_sulfur_oxidation	taxa	Thiobacillus caldus	Thiobacillus caldus	species	# DOI:10.1099/13500872-140-12-3451
dark_thiosulfate_oxidation	taxa	Thiobacillus caldus	Thiobacillus caldus	species	# DOI:10.1099/13500872-140-12-3451
nitrate_reduction	taxa	Thiobacillus delicatus	Thiobacillus delicatus	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrate_reduction	taxa	Thiobacillus delicatus	Thiobacillus delicatus	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
ureolysis	taxa	Thiobacillus delicatus	Thiobacillus delicatus	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_iron_oxidation	taxa	Thiobacillus denitrificans	Thiobacillus denitrificans	species	# DOI:10.1099/mic.0.045344-0
dark_iron_oxidation	taxa	Thiobacillus denitrificans	Thiobacillus denitrificans	species	# DOI:10.1146/annurev.micro.112408.134208
dark_sulfide_oxidation	taxa	Thiobacillus denitrificans	Thiobacillus denitrificans	species	# DOI:10.1002/bit.260290216
dark_sulfide_oxidation	taxa	Thiobacillus denitrificans	Thiobacillus denitrificans	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_sulfur_oxidation	taxa	Thiobacillus denitrificans	Thiobacillus denitrificans	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_thiosulfate_oxidation	taxa	Thiobacillus denitrificans	Thiobacillus denitrificans	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrate_denitrification	taxa	Thiobacillus denitrificans	Thiobacillus denitrificans	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
iron_respiration	taxa	Thiobacillus ferrooxidans	Thiobacillus ferrooxidans	species	# DOI:10.1007/978-3-642-30141-4_69
dark_thiosulfate_oxidation	taxa	Thiobacillus intermedius	Thiobacillus intermedius	species	# DOI:10.1007/BF00276471
aerobic_chemoheterotrophy	taxa	Thiobacillus novellus	Thiobacillus novellus	species	# DOI:10.1007/s002030000241  and  Taylor et al (1969) - New Facultative Thiobacillus and a Reevaluation of the Heterotrophic Potential of Thiobacillus novellus
dark_thiosulfate_oxidation	taxa	Thiobacillus novellus	Thiobacillus novellus	species	# DOI:10.1007/s002030000241  and  Taylor et al (1969) - New Facultative Thiobacillus and a Reevaluation of the Heterotrophic Potential of Thiobacillus novellus
nitrate_respiration	taxa	Thiobacillus novellus	Thiobacillus novellus	species	# DOI:10.1007/s002030000241  and  Taylor et al (1969) - New Facultative Thiobacillus and a Reevaluation of the Heterotrophic Potential of Thiobacillus novellus
dark_sulfur_oxidation	taxa	Thiobacillus perometaboli	Thiobacillus perometaboli	species	# DOI:10.1007/BF00406335
dark_thiosulfate_oxidation	taxa	Thiobacillus perometaboli	Thiobacillus perometaboli	species	# DOI:10.1007/BF00406335
aerobic_chemoheterotrophy	taxa	Thiobacillus perometaboli	Thiobacillus perometaboli	species	# DOI:10.1007/BF00406335
dark_iron_oxidation	taxa	Thiobacillus prosperus	Thiobacillus prosperus	species	# DOI:10.1099/mic.0.045344-0
aerobic_ammonia_oxidation	taxa	Thiobacillus sp. S1	Thiobacillus S-1	species	# DOI:10.1111/j.1574-6941.2008.00569.x
arsenite_oxidation_energy_yielding	taxa	Thiobacillus S-1	Thiobacillus S-1	species	# DOI:10.1111/j.1574-6941.2008.00569.x
dark_sulfide_oxidation	taxa	Thiobacillus S-1	Thiobacillus S-1	species	# DOI:10.1111/j.1574-6941.2008.00569.x
dark_sulfur_oxidation	taxa	Thiobacillus S-1	Thiobacillus S-1	species	# DOI:10.1111/j.1574-6941.2008.00569.x
dark_thiosulfate_oxidation	taxa	Thiobacillus S-1	Thiobacillus S-1	species	# DOI:10.1111/j.1574-6941.2008.00569.x
aerobic_chemoheterotrophy	taxa	Thiobacillus S-1	Thiobacillus S-1	species	# DOI:10.1111/j.1574-6941.2008.00569.x
dark_sulfide_oxidation	taxa	Thiobacillus tepidarius	Thiobacillus tepidarius	species	# DOI:10.1099/00207713-35-4-434
dark_sulfur_oxidation	taxa	Thiobacillus tepidarius	Thiobacillus tepidarius	species	# DOI:10.1099/00207713-35-4-434
dark_thiosulfate_oxidation	taxa	Thiobacillus tepidarius	Thiobacillus tepidarius	species	# DOI:10.1099/00207713-35-4-434
dark_sulfur_oxidation	taxa	Thiobacillus thiooxidans	Thiobacillus thiooxidans	species	# Kodama and Mori (1968) - Studies on the metabolism of a sulfur-oxidizing bacterium V. Comparative studies on sulfur and sulfite oxidizing systems of Thiobacillus thiooxidans
dark_sulfur_oxidation	taxa	Thiobacillus thiooxidans	Thiobacillus thiooxidans	species	# Waksman and Joffe (1922). Thiobacillus Thiooxidans, a New Sulfur-oxidizing Organism Isolated from the Soil
iron_respiration	taxa	Thiobacillus thiooxidans	Thiobacillus thiooxidans	species	# DOI:10.2138/rmg.2005.59.5
sulfite_respiration	taxa	Thiobacillus thiooxidans	Thiobacillus thiooxidans	species	# Kodama and Mori (1968) - Studies on the metabolism of a sulfur-oxidizing bacterium V. Comparative studies on sulfur and sulfite oxidizing systems of Thiobacillus thiooxidans
dark_thiosulfate_oxidation	taxa	Thiobacillus thioparus	Thiobacillus thioparus	species	# Stubner (1998) - Sulfur Oxidation in Rice Field Soil: Activity, Enumeration, Isolation and Characterization of Thiosulfate-oxidizing Bacteria
nitrate_reduction	taxa	Thiobacillus thioparus	Thiobacillus thioparus	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_thiosulfate_oxidation	taxa	Thiobacillus thiophilus	Thiobacillus thiophilus	species	# DOI:10.1099/ijs.0.002808-0
nitrate_respiration	taxa	Thiobacillus thiophilus	Thiobacillus thiophilus	species	# DOI:10.1099/ijs.0.002808-0
dark_thiosulfate_oxidation	taxa	Thiobacillus versutus	Thiobacillus versutus	species	# DOI:10.1007/BF00276471
dark_thiosulfate_oxidation	taxa	Thiobios ODIII6	Thiobios ODIII6	species	# 10.1128/AEM.72.3.2014–2021.2006
anoxygenic_photoautotrophy_S_oxidizing	taxa	Thiocapsa litoralis	Thiocapsa litoralis	species	# DOI: 10.1016/S0065-2911(08)00002-7
anoxygenic_photoautotrophy_S_oxidizing	taxa	Thiocapsa litoralis	Thiocapsa litoralis	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
anoxygenic_photoautotrophy_S_oxidizing	taxa	Thiocapsa pendens	Thiocapsa pendens	species	# DOI: 10.1016/S0065-2911(08)00002-7
anoxygenic_photoautotrophy_S_oxidizing	taxa	Thiocapsa pendens	Thiocapsa pendens	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Thioclava dalianensis	Thioclava dalianensis	species	# DOI:10.1099/ijs.0.046094-0
ureolysis	taxa	Thioclava dalianensis	Thioclava dalianensis	species	# DOI:10.1099/ijs.0.046094-0
dark_oxidation_of_sulfur_compounds	taxa	Thioclava pacifica	Thioclava pacifica	species	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Alphaproteobacteria and Betaproteobacteria
nitrogen_fixation	taxa	Thiococcus pfennigii	Thiococcus pfennigii	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_anoxygenic_phototrophy	taxa	Thiocystis gelatinosa	Thiocystis gelatinosa	species	# DOI:10.1038/415630a
nitrogen_fixation	taxa	Thiocystis minor	Thiocystis minor	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
anoxygenic_photoautotrophy_H2_oxidizing	taxa	Thiocystis violacea	Thiocystis violacea	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
anoxygenic_photoautotrophy_S_oxidizing	taxa	Thiocystis violacea	Thiocystis violacea	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrogen_fixation	taxa	Thiocystis violacea	Thiocystis violacea	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
ureolysis	taxa	Thiocystis violacea	Thiocystis violacea	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 2
anoxygenic_photoautotrophy_H2_oxidizing	taxa	Thiocystis violascens	Thiocystis violascens	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
anoxygenic_photoautotrophy_S_oxidizing	taxa	Thiocystis violascens	Thiocystis violascens	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_iron_oxidation	taxa	Thiodictyon L7	Thiodictyon L7	species	# DOI:10.1099/mic.0.045344-0
dark_hydrogen_oxidation	taxa	Thiofractor thiocaminus	Thiofractor thiocaminus	species	# DOI:10.1007/s00203-012-0814-1
sulfur_respiration	taxa	Thiofractor thiocaminus	Thiofractor thiocaminus	species	# DOI:10.1007/s00203-012-0814-1
dark_sulfur_oxidation	taxa	Thioglobus singularis	Thioglobus singularis	species	# DOI:10.1038/ismej.2012.78
dark_thiosulfate_oxidation	taxa	Thioglobus singularis	Thioglobus singularis	species	# DOI:10.1038/ismej.2012.78
aerobic_chemoheterotrophy	taxa	Candidatus Pseudothioglobus singularis	Thioglobus singularis	species	# DOI:10.1038/ismej.2012.78
dark_sulfide_oxidation	taxa	Thiogranum longum	Thiogranum longum	species	# DOI:10.1099/ijs.0.070599-0
dark_sulfur_oxidation	taxa	Thiogranum longum	Thiogranum longum	species	# DOI:10.1099/ijs.0.070599-0
dark_thiosulfate_oxidation	taxa	Thiogranum longum	Thiogranum longum	species	# DOI:10.1099/ijs.0.070599-0
dark_thiosulfate_oxidation	taxa	Thiohalobacter thiocyanaticus	Thiohalobacter thiocyanaticus	species	# DOI:10.1099/ijs.0.012880-0
anoxygenic_photoautotrophy_H2_oxidizing	taxa	Thiohalocapsa halophila	Thiohalocapsa halophila	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
anoxygenic_photoautotrophy_S_oxidizing	taxa	Thiohalocapsa halophila	Thiohalocapsa halophila	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_sulfide_oxidation	taxa	Thiohalomonas denitrificans	Thiohalomonas denitrificans	species	# DOI:10.1099/ijs.0.65112-0
dark_thiosulfate_oxidation	taxa	Thiohalomonas denitrificans	Thiohalomonas denitrificans	species	# DOI:10.1099/ijs.0.65112-0
nitrate_denitrification	taxa	Thiohalomonas denitrificans	Thiohalomonas denitrificans	species	# DOI:10.1099/ijs.0.65112-0
dark_thiosulfate_oxidation	taxa	Thiohalomonas nitratireducens	Thiohalomonas nitratireducens	species	# DOI:10.1099/ijs.0.65112-0
nitrite_respiration	taxa	Thiohalomonas nitratireducens	Thiohalomonas nitratireducens	species	# DOI:10.1099/ijs.0.65112-0
dark_sulfur_oxidation	taxa	Thiolapillus brandeum	Thiolapillus brandeum	species	# DOI:10.1371/journal.pone.0104959
dark_thiosulfate_oxidation	taxa	Thiolapillus brandeum	Thiolapillus brandeum	species	# DOI:10.1371/journal.pone.0104959
nitrate_respiration	taxa	Thiolapillus brandeum	Thiolapillus brandeum	species	# DOI:10.1371/journal.pone.0104959
dark_sulfide_oxidation	taxa	Thiomicrospira denitrificans	Thiomicrospira denitrificans	species	# DOI:10.1128/AEM.72.2.1364-1372.2006
dark_sulfide_oxidation	taxa	Thiomicrospira denitrificans	Thiomicrospira denitrificans	species	# DOI:10.1128/AEM.72.2.1364-1372.2006  and  DOI:10.1099/ijs.0.64255-0  and  DOI:10.1016/0077-7579(75)90008-3
dark_sulfide_oxidation	taxa	Thiomicrospira denitrificans	Thiomicrospira denitrificans	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
